fajita_chicken_and_rice,olive_oil,slice
,lemon,cut_bell_pepper
,agave_nectar,rinse
,salt,mix
,oregano,marinate
,chili_powder,heat_oven
,cumin,saute
,chicken,check_color
,yellow_onion,turn_meat
,bell_pepper,boil
,rice,cover_cook
,chicken_stock,juice
,pepper,slice
,lime,measure
,cilantro,cook_rice
,,transfer
